ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60621,12,03/21/2021,03/27/2021,27,2062,93,7100.1,628,26047,2162,89687.3,0.0,0.1,0,79,0.0,272.0,29042,60621-2021-12,POINT (-87.638812 41.776931)
60621,13,03/28/2021,04/03/2021,28,2090,96,7196.5,564,26611,1942,91629.4,0.1,0.1,0,79,0.0,272.0,29042,60621-2021-13,POINT (-87.638812 41.776931)
60621,14,04/04/2021,04/10/2021,58,2148,200,7396.2,793,27404,2730,94359.9,0.1,0.1,0,79,0.0,272.0,29042,60621-2021-14,POINT (-87.638812 41.776931)
60621,15,04/11/2021,04/17/2021,48,2196,165,7561.5,757,28161,2607,96966.5,0.1,0.1,1,80,3.4,275.5,29042,60621-2021-15,POINT (-87.638812 41.776931)
60621,16,04/18/2021,04/24/2021,48,2244,165,7726.7,793,28954,2730,99697,0.1,0.1,3,83,10.3,285.8,29042,60621-2021-16,POINT (-87.638812 41.776931)
60621,17,04/25/2021,05/01/2021,51,2295,176,7902.3,774,29728,2665,102362.1,0.1,0.1,1,84,3.4,289.2,29042,60621-2021-17,POINT (-87.638812 41.776931)
60621,18,05/02/2021,05/08/2021,33,2328,114,8016,798,30526,2748,105109.8,0.1,0.1,1,85,3.4,292.7,29042,60621-2021-18,POINT (-87.638812 41.776931)
60621,19,05/09/2021,05/15/2021,31,2359,107,8122.7,764,31290,2631,107740.5,0.0,0.1,0,85,0.0,292.7,29042,60621-2021-19,POINT (-87.638812 41.776931)
60621,20,05/16/2021,05/22/2021,34,2393,117,8239.8,750,32040,2582,110323,0.1,0.1,0,85,0.0,292.7,29042,60621-2021-20,POINT (-87.638812 41.776931)
60621,21,05/23/2021,05/29/2021,18,2411,62,8301.8,659,32699,2269,112592.1,0.0,0.1,1,86,3.4,296.1,29042,60621-2021-21,POINT (-87.638812 41.776931)
60621,3,01/17/2021,01/23/2021,64,1898,220,6535.4,654,20764,2252,71496.5,0.1,0.1,2,70,6.9,241.0,29042,60621-2021-3,POINT (-87.638812 41.776931)
60621,4,01/24/2021,01/30/2021,30,1928,103,6638.7,621,21385,2138,73634.7,0.1,0.1,3,73,10.3,251.4,29042,60621-2021-4,POINT (-87.638812 41.776931)
60621,5,01/31/2021,02/06/2021,19,1947,65,6704.1,621,22006,2138,75773,0.0,0.1,1,74,3.4,254.8,29042,60621-2021-5,POINT (-87.638812 41.776931)
60621,6,02/07/2021,02/13/2021,16,1963,55,6759.2,537,22543,1849,77622.1,0.0,0.1,0,74,0.0,254.8,29042,60621-2021-6,POINT (-87.638812 41.776931)
60621,7,02/14/2021,02/20/2021,7,1970,24,6783.3,490,23033,1687,79309.3,0.0,0.1,1,75,3.4,258.2,29042,60621-2021-7,POINT (-87.638812 41.776931)
60621,8,02/21/2021,02/27/2021,7,1977,24,6807.4,588,23621,2025,81333.9,0.0,0.1,2,77,6.9,265.1,29042,60621-2021-8,POINT (-87.638812 41.776931)
60621,9,02/28/2021,03/06/2021,20,1997,69,6876.2,577,24198,1987,83320.7,0.0,0.1,0,77,0.0,265.1,29042,60621-2021-9,POINT (-87.638812 41.776931)
60622,39,09/20/2020,09/26/2020,64,1209,121,2290.1,1847,25767,3499,48807.6,0.0,0.0,0,56,0.0,106.1,52793,60622-2020-39,POINT (-87.681818 41.902762)
60608,9,02/28/2021,03/06/2021,56,7420,71,9368.1,1942,87063,2452,109921.1,0.0,0.1,1,138,1.3,174.2,79205,60608-2021-9,POINT (-87.670366 41.849879)
60609,18,04/26/2020,05/02/2020,303,861,493,1400.1,662,2061,1076,3351.5,0.4,0.4,6,24,9.8,39.0,61495,60609-2020-18,POINT (-87.653382 41.812017)
60609,19,05/03/2020,05/09/2020,217,1078,353,1753,676,2737,1099,4450.8,0.3,0.4,8,32,13.0,52.0,61495,60609-2020-19,POINT (-87.653382 41.812017)
60609,20,05/10/2020,05/16/2020,244,1322,397,2149.8,1011,3748,1644,6094.8,0.3,0.3,11,43,17.9,69.9,61495,60609-2020-20,POINT (-87.653382 41.812017)
60609,22,05/24/2020,05/30/2020,137,1688,223,2744.9,867,5639,1410,9169.9,0.2,0.3,7,57,11.4,92.7,61495,60609-2020-22,POINT (-87.653382 41.812017)
60609,23,05/31/2020,06/06/2020,54,1742,88,2832.8,688,6327,1119,10288.6,0.1,0.3,6,63,9.8,102.4,61495,60609-2020-23,POINT (-87.653382 41.812017)
60609,24,06/07/2020,06/13/2020,46,1788,75,2907.6,642,6969,1044,11332.6,0.1,0.3,2,65,3.3,105.7,61495,60609-2020-24,POINT (-87.653382 41.812017)
60609,25,06/14/2020,06/20/2020,25,1813,41,2948.2,862,7831,1402,12734.4,0.1,0.2,4,69,6.5,112.2,61495,60609-2020-25,POINT (-87.653382 41.812017)
60609,26,06/21/2020,06/27/2020,40,1853,65,3013.3,955,8786,1553,14287.3,0.0,0.2,2,71,3.3,115.5,61495,60609-2020-26,POINT (-87.653382 41.812017)
60609,27,06/28/2020,07/04/2020,44,1897,72,3084.8,888,9674,1444,15731.4,0.1,0.2,2,73,3.3,118.7,61495,60609-2020-27,POINT (-87.653382 41.812017)
60609,28,07/05/2020,07/11/2020,50,1947,81,3166.1,809,10483,1316,17046.9,0.1,0.2,3,76,4.9,123.6,61495,60609-2020-28,POINT (-87.653382 41.812017)
60609,29,07/12/2020,07/18/2020,49,1996,80,3245.8,1094,11577,1779,18825.9,0.0,0.2,1,77,1.6,125.2,61495,60609-2020-29,POINT (-87.653382 41.812017)
60609,30,07/19/2020,07/25/2020,43,2039,70,3315.7,1041,12618,1693,20518.7,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-30,POINT (-87.653382 41.812017)
60609,31,07/26/2020,08/01/2020,66,2105,107,3423,1025,13643,1667,22185.5,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-31,POINT (-87.653382 41.812017)
60609,32,08/02/2020,08/08/2020,53,2158,86,3509.2,997,14640,1621,23806.8,0.1,0.2,0,77,0.0,125.2,61495,60609-2020-32,POINT (-87.653382 41.812017)
60609,33,08/09/2020,08/15/2020,56,2214,91,3600.3,1343,15983,2184,25990.7,0.1,0.1,1,78,1.6,126.8,61495,60609-2020-33,POINT (-87.653382 41.812017)
60609,36,08/30/2020,09/05/2020,58,2417,94,3930.4,1096,19682,1782,32005.9,0.1,0.1,0,79,0.0,128.5,61495,60609-2020-36,POINT (-87.653382 41.812017)
60609,37,09/06/2020,09/12/2020,50,2467,81,4011.7,1103,20785,1794,33799.5,0.0,0.1,2,81,3.3,131.7,61495,60609-2020-37,POINT (-87.653382 41.812017)
60609,38,09/13/2020,09/19/2020,49,2516,80,4091.4,1273,22058,2070,35869.6,0.0,0.1,0,81,0.0,131.7,61495,60609-2020-38,POINT (-87.653382 41.812017)
60609,39,09/20/2020,09/26/2020,56,2572,91,4182.5,1115,23173,1813,37682.7,0.1,0.1,1,82,1.6,133.3,61495,60609-2020-39,POINT (-87.653382 41.812017)
60609,40,09/27/2020,10/03/2020,69,2641,112,4294.7,1223,24396,1989,39671.5,0.1,0.1,0,82,0.0,133.3,61495,60609-2020-40,POINT (-87.653382 41.812017)
60609,41,10/04/2020,10/10/2020,70,2711,114,4408.5,1378,25774,2241,41912.4,0.1,0.1,1,83,1.6,135.0,61495,60609-2020-41,POINT (-87.653382 41.812017)
60610,11,03/14/2021,03/20/2021,55,3058,141,7837.2,1759,59627,4508,152815.3,0.0,0.1,0,31,0.0,79.4,39019,60610-2021-11,POINT (-87.63581 41.90455)
60622,42,10/11/2020,10/17/2020,116,1443,220,2733.3,2264,31988,4288,60591.4,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-42,POINT (-87.681818 41.902762)
60622,43,10/18/2020,10/24/2020,164,1607,311,3044,2642,34630,5004,65595.8,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-43,POINT (-87.681818 41.902762)
60622,44,10/25/2020,10/31/2020,197,1804,373,3417.1,2717,37347,5146,70742.3,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-44,POINT (-87.681818 41.902762)
60622,45,11/01/2020,11/07/2020,344,2148,652,4068.7,3067,40414,5810,76551.8,0.1,0.1,1,57,1.9,108.0,52793,60622-2020-45,POINT (-87.681818 41.902762)
60622,46,11/08/2020,11/14/2020,308,2456,583,4652.1,3063,43477,5802,82353.7,0.1,0.1,1,58,1.9,109.9,52793,60622-2020-46,POINT (-87.681818 41.902762)
60622,47,11/15/2020,11/21/2020,229,2685,434,5085.9,3833,47310,7260,89614.2,0.1,0.1,1,59,1.9,111.8,52793,60622-2020-47,POINT (-87.681818 41.902762)
60622,48,11/22/2020,11/28/2020,175,2860,332,5417.4,2761,50071,5230,94844,0.1,0.1,2,61,3.8,115.5,52793,60622-2020-48,POINT (-87.681818 41.902762)
60622,49,11/29/2020,12/05/2020,233,3093,441,5858.7,2836,52907,5372,100215.9,0.1,0.1,3,64,5.7,121.2,52793,60622-2020-49,POINT (-87.681818 41.902762)
60622,50,12/06/2020,12/12/2020,204,3297,386,6245.1,2505,55412,4745,104960.9,0.1,0.1,2,66,3.8,125.0,52793,60622-2020-50,POINT (-87.681818 41.902762)
60622,51,12/13/2020,12/19/2020,144,3441,273,6517.9,3088,58500,5849,110810.1,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-51,POINT (-87.681818 41.902762)
60622,52,12/20/2020,12/26/2020,125,3566,237,6754.7,2516,61016,4766,115575.9,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-52,POINT (-87.681818 41.902762)
60622,53,12/27/2020,01/02/2021,189,3755,358,7112.7,2180,63196,4129,119705.3,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-53,POINT (-87.681818 41.902762)
60622,11,03/14/2021,03/20/2021,74,4651,140,8809.9,2069,85896,3919,162703.4,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-11,POINT (-87.681818 41.902762)
60622,12,03/21/2021,03/27/2021,108,4759,205,9014.5,2074,87970,3929,166631.9,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-12,POINT (-87.681818 41.902762)
60622,13,03/28/2021,04/03/2021,117,4876,222,9236.1,2191,90161,4150,170782.1,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-13,POINT (-87.681818 41.902762)
60622,14,04/04/2021,04/10/2021,98,4974,186,9421.7,1997,92158,3783,174564.8,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-14,POINT (-87.681818 41.902762)
60622,16,04/18/2021,04/24/2021,53,5102,100,9664.2,1834,95946,3474,181740,0.0,0.1,0,76,0.0,144.0,52793,60622-2021-16,POINT (-87.681818 41.902762)
60622,17,04/25/2021,05/01/2021,54,5156,102,9766.4,1704,97650,3228,184967.7,0.0,0.1,1,77,1.9,145.9,52793,60622-2021-17,POINT (-87.681818 41.902762)
60601,53,12/27/2020,01/02/2021,25,762,170,5192.5,539,15143,3673,103189.1,0.1,0.1,0,10,0.0,68.1,14675,60601-2020-53,POINT (-87.622844 41.886262)
60609,44,10/25/2020,10/31/2020,245,3263,398,5306.1,2005,30968,3260,50358.6,0.1,0.1,1,86,1.6,139.8,61495,60609-2020-44,POINT (-87.653382 41.812017)
60609,10,03/07/2021,03/13/2021,21,6678,34,10859.4,1192,65851,1938,107083.5,0.0,0.1,4,137,6.5,222.8,61495,60609-2021-10,POINT (-87.653382 41.812017)
60609,11,03/14/2021,03/20/2021,42,6720,68,10927.7,1297,67148,2109,109192.6,0.0,0.1,1,138,1.6,224.4,61495,60609-2021-11,POINT (-87.653382 41.812017)
60609,14,04/04/2021,04/10/2021,87,6932,142,11272.5,1541,71477,2506,116232.2,0.1,0.1,0,140,0.0,227.7,61495,60609-2021-14,POINT (-87.653382 41.812017)
60611,38,09/13/2020,09/19/2020,24,438,74,1350.8,862,13334,2658,41121.3,0.0,0.0,0,4,0.0,12.3,32426,60611-2020-38,POINT (-87.620291 41.894734)
60611,39,09/20/2020,09/26/2020,26,464,80,1431,854,14188,2634,43755,0.0,0.0,0,4,0.0,12.3,32426,60611-2020-39,POINT (-87.620291 41.894734)
60622,18,05/02/2021,05/08/2021,35,5191,66,9832.7,1567,99217,2968,187935.9,0.0,0.1,1,78,1.9,147.7,52793,60622-2021-18,POINT (-87.681818 41.902762)
60622,19,05/09/2021,05/15/2021,23,5214,44,9876.3,1491,100708,2824,190760.1,0.0,0.1,0,78,0.0,147.7,52793,60622-2021-19,POINT (-87.681818 41.902762)
60609,53,12/27/2020,01/02/2021,173,5770,281,9382.9,1735,50606,2821,82292.9,0.1,0.1,1,116,1.6,188.6,61495,60609-2020-53,POINT (-87.653382 41.812017)
60609,1,01/03/2021,01/09/2021,193,5963,314,9696.7,2043,52649,3322,85615.1,0.1,0.1,2,118,3.3,191.9,61495,60609-2021-1,POINT (-87.653382 41.812017)
60622,2,01/10/2021,01/16/2021,143,4099,271,7764.3,2526,68307,4785,129386.5,0.1,0.1,1,69,1.9,130.7,52793,60622-2021-2,POINT (-87.681818 41.902762)
60622,20,05/16/2021,05/22/2021,17,5231,32,9908.5,1333,102041,2525,193285.1,0.0,0.1,1,79,1.9,149.6,52793,60622-2021-20,POINT (-87.681818 41.902762)
60622,21,05/23/2021,05/29/2021,7,5238,13,9921.8,1181,103222,2237,195522.1,0.0,0.1,0,79,0.0,149.6,52793,60622-2021-21,POINT (-87.681818 41.902762)
60609,12,03/21/2021,03/27/2021,53,6773,86,11013.9,1269,68417,2064,111256.2,0.0,0.1,1,139,1.6,226.0,61495,60609-2021-12,POINT (-87.653382 41.812017)
60609,13,03/28/2021,04/03/2021,72,6845,117,11131,1519,69936,2470,113726.3,0.1,0.1,1,140,1.6,227.7,61495,60609-2021-13,POINT (-87.653382 41.812017)
60622,3,01/17/2021,01/23/2021,88,4187,167,7931,2186,70493,4141,133527.2,0.0,0.1,0,69,0.0,130.7,52793,60622-2021-3,POINT (-87.681818 41.902762)
60622,4,01/24/2021,01/30/2021,84,4271,159,8090.1,2118,72611,4012,137539.1,0.0,0.1,2,71,3.8,134.5,52793,60622-2021-4,POINT (-87.681818 41.902762)
60622,5,01/31/2021,02/06/2021,72,4343,136,8226.5,1940,74551,3675,141213.8,0.0,0.1,1,72,1.9,136.4,52793,60622-2021-5,POINT (-87.681818 41.902762)
60622,6,02/07/2021,02/13/2021,45,4388,85,8311.7,1919,76470,3635,144848.7,0.0,0.1,0,72,0.0,136.4,52793,60622-2021-6,POINT (-87.681818 41.902762)
60622,7,02/14/2021,02/20/2021,37,4425,70,8381.8,1638,78108,3103,147951.4,0.0,0.1,1,73,1.9,138.3,52793,60622-2021-7,POINT (-87.681818 41.902762)
60622,8,02/21/2021,02/27/2021,54,4479,102,8484.1,1897,80005,3593,151544.7,0.0,0.1,2,75,3.8,142.1,52793,60622-2021-8,POINT (-87.681818 41.902762)
60622,9,02/28/2021,03/06/2021,45,4524,85,8569.3,1989,81994,3768,155312.3,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-9,POINT (-87.681818 41.902762)
60623,46,11/08/2020,11/14/2020,593,6664,690,7750.7,3008,42337,3498,49241.1,0.2,0.2,9,177,10.5,205.9,85979,60623-2020-46,POINT (-87.717446 41.850321)
60623,47,11/15/2020,11/21/2020,471,7135,548,8298.5,2995,45332,3483,52724.5,0.2,0.2,9,186,10.5,216.3,85979,60623-2020-47,POINT (-87.717446 41.850321)
60623,48,11/22/2020,11/28/2020,392,7527,456,8754.5,2299,47631,2674,55398.4,0.2,0.2,10,196,11.6,228.0,85979,60623-2020-48,POINT (-87.717446 41.850321)
60623,49,11/29/2020,12/05/2020,467,7994,543,9297.6,3043,50674,3539,58937.6,0.2,0.2,8,204,9.3,237.3,85979,60623-2020-49,POINT (-87.717446 41.850321)
60623,50,12/06/2020,12/12/2020,394,8388,458,9755.9,2711,53385,3153,62090.7,0.2,0.2,7,211,8.1,245.4,85979,60623-2020-50,POINT (-87.717446 41.850321)
60623,51,12/13/2020,12/19/2020,333,8721,387,10143.2,2545,55930,2960,65050.8,0.2,0.2,3,214,3.5,248.9,85979,60623-2020-51,POINT (-87.717446 41.850321)
60623,13,03/28/2021,04/03/2021,71,10431,83,12132,1663,82961,1934,96489.8,0.0,0.1,1,244,1.2,283.8,85979,60623-2021-13,POINT (-87.717446 41.850321)
60623,14,04/04/2021,04/10/2021,106,10537,123,12255.3,2099,85060,2441,98931.1,0.0,0.1,1,245,1.2,285.0,85979,60623-2021-14,POINT (-87.717446 41.850321)
60623,15,04/11/2021,04/17/2021,114,10651,133,12387.9,2074,87134,2412,101343.4,0.1,0.1,2,247,2.3,287.3,85979,60623-2021-15,POINT (-87.717446 41.850321)
60623,16,04/18/2021,04/24/2021,91,10742,106,12493.7,2315,89449,2692,104035.9,0.0,0.1,0,247,0.0,287.3,85979,60623-2021-16,POINT (-87.717446 41.850321)
60623,17,04/25/2021,05/01/2021,118,10860,137,12631,2196,91645,2554,106590,0.1,0.1,2,249,2.3,289.6,85979,60623-2021-17,POINT (-87.717446 41.850321)
60623,19,05/09/2021,05/15/2021,78,11030,91,12828.7,2026,95593,2356,111181.8,0.0,0.1,1,253,1.2,294.3,85979,60623-2021-19,POINT (-87.717446 41.850321)
60623,2,01/10/2021,01/16/2021,199,9621,232,11189.9,2163,64384,2516,74883.4,0.1,0.2,2,228,2.3,265.2,85979,60623-2021-2,POINT (-87.717446 41.850321)
60623,20,05/16/2021,05/22/2021,43,11073,50,12878.7,1799,97392,2092,113274.2,0.0,0.1,1,254,1.2,295.4,85979,60623-2021-20,POINT (-87.717446 41.850321)
60623,21,05/23/2021,05/29/2021,32,11105,37,12915.9,1613,99005,1876,115150.2,0.0,0.1,2,256,2.3,297.7,85979,60623-2021-21,POINT (-87.717446 41.850321)
60623,3,01/17/2021,01/23/2021,169,9790,197,11386.5,1922,66306,2235,77118.8,0.1,0.2,4,232,4.7,269.8,85979,60623-2021-3,POINT (-87.717446 41.850321)
60623,4,01/24/2021,01/30/2021,137,9927,159,11545.8,1797,68103,2090,79208.9,0.1,0.2,3,235,3.5,273.3,85979,60623-2021-4,POINT (-87.717446 41.850321)
60623,5,01/31/2021,02/06/2021,101,10028,118,11663.3,1655,69758,1925,81133.8,0.1,0.2,2,237,2.3,275.6,85979,60623-2021-5,POINT (-87.717446 41.850321)
60623,6,02/07/2021,02/13/2021,60,10088,70,11733.1,1459,71217,1697,82830.7,0.0,0.2,1,238,1.2,276.8,85979,60623-2021-6,POINT (-87.717446 41.850321)
60623,7,02/14/2021,02/20/2021,42,10130,49,11781.9,1384,72601,1610,84440.4,0.0,0.2,1,239,1.2,278.0,85979,60623-2021-7,POINT (-87.717446 41.850321)
60623,8,02/21/2021,02/27/2021,51,10181,59,11841.3,1673,74274,1946,86386.2,0.0,0.2,3,242,3.5,281.5,85979,60623-2021-8,POINT (-87.717446 41.850321)
60623,9,02/28/2021,03/06/2021,49,10230,57,11898.3,1779,76053,2069,88455.3,0.0,0.1,0,242,0.0,281.5,85979,60623-2021-9,POINT (-87.717446 41.850321)
60612,4,01/24/2021,01/30/2021,40,2888,117,8417.1,2117,48860,6170,142403.3,0.0,0.1,0,56,0.0,163.2,34311,60612-2021-4,POINT (-87.687011 41.88004)
60624,13,03/28/2021,04/03/2021,41,3049,113,8432.4,980,36928,2710,102129.5,0.0,0.1,1,73,2.8,201.9,36158,60624-2021-13,POINT (-87.722735 41.879417)
60624,14,04/04/2021,04/10/2021,74,3123,205,8637.1,1354,38282,3745,105874.2,0.1,0.1,1,74,2.8,204.7,36158,60624-2021-14,POINT (-87.722735 41.879417)
60624,15,04/11/2021,04/17/2021,75,3198,207,8844.5,1133,39415,3134,109007.7,0.1,0.1,0,74,0.0,204.7,36158,60624-2021-15,POINT (-87.722735 41.879417)
60624,16,04/18/2021,04/24/2021,73,3271,202,9046.4,1195,40610,3305,112312.6,0.1,0.1,1,75,2.8,207.4,36158,60624-2021-16,POINT (-87.722735 41.879417)
60624,17,04/25/2021,05/01/2021,45,3316,124,9170.9,1091,41701,3017,115329.9,0.1,0.1,0,75,0.0,207.4,36158,60624-2021-17,POINT (-87.722735 41.879417)
60624,18,05/02/2021,05/08/2021,70,3386,194,9364.5,1213,42914,3355,118684.7,0.1,0.1,1,76,2.8,210.2,36158,60624-2021-18,POINT (-87.722735 41.879417)
60624,19,05/09/2021,05/15/2021,40,3426,111,9475.1,1148,44062,3175,121859.6,0.0,0.1,2,78,5.5,215.7,36158,60624-2021-19,POINT (-87.722735 41.879417)
60624,21,05/23/2021,05/29/2021,29,3481,80,9627.2,958,46188,2650,127739.4,0.0,0.1,1,79,2.8,218.5,36158,60624-2021-21,POINT (-87.722735 41.879417)
60624,3,01/17/2021,01/23/2021,50,2727,138,7541.9,1061,27609,2934,76356.5,0.1,0.1,1,60,2.8,165.9,36158,60624-2021-3,POINT (-87.722735 41.879417)
60609,15,04/11/2021,04/17/2021,116,7048,189,11461.1,1630,73107,2651,118882.8,0.1,0.1,1,141,1.6,229.3,61495,60609-2021-15,POINT (-87.653382 41.812017)
60609,16,04/18/2021,04/24/2021,105,7153,171,11631.8,1745,74852,2838,121720.5,0.1,0.1,1,142,1.6,230.9,61495,60609-2021-16,POINT (-87.653382 41.812017)
60624,4,01/24/2021,01/30/2021,30,2757,83,7624.9,949,28558,2625,78981.1,0.0,0.1,2,62,5.5,171.5,36158,60624-2021-4,POINT (-87.722735 41.879417)
60624,5,01/31/2021,02/06/2021,26,2783,72,7696.8,896,29454,2478,81459.2,0.0,0.1,3,65,8.3,179.8,36158,60624-2021-5,POINT (-87.722735 41.879417)
60624,6,02/07/2021,02/13/2021,29,2812,80,7777,985,30439,2724,84183.3,0.0,0.1,2,67,5.5,185.3,36158,60624-2021-6,POINT (-87.722735 41.879417)
60624,7,02/14/2021,02/20/2021,25,2837,69,7846.1,782,31221,2163,86346,0.0,0.1,2,69,5.5,190.8,36158,60624-2021-7,POINT (-87.722735 41.879417)
60624,8,02/21/2021,02/27/2021,28,2865,77,7923.6,835,32056,2309,88655.3,0.0,0.1,1,70,2.8,193.6,36158,60624-2021-8,POINT (-87.722735 41.879417)
60624,9,02/28/2021,03/06/2021,34,2899,94,8017.6,917,32973,2536,91191.4,0.0,0.1,0,70,0.0,193.6,36158,60624-2021-9,POINT (-87.722735 41.879417)
60625,20,05/10/2020,05/16/2020,158,1088,199,1373,825,3697,1041,4665.4,0.2,0.3,16,72,20.2,90.9,79243,60625-2020-20,POINT (-87.701816 41.971155)
60625,25,06/14/2020,06/20/2020,40,1495,50,1886.6,1140,8667,1439,10937.2,0.1,0.2,4,96,5.0,121.1,79243,60625-2020-25,POINT (-87.701816 41.971155)
60625,26,06/21/2020,06/27/2020,24,1519,30,1916.9,1432,10099,1807,12744.3,0.0,0.1,2,98,2.5,123.7,79243,60625-2020-26,POINT (-87.701816 41.971155)
60625,37,09/06/2020,09/12/2020,53,2099,67,2648.8,1119,25579,1412,32279.2,0.0,0.1,0,110,0.0,138.8,79243,60625-2020-37,POINT (-87.701816 41.971155)
60625,42,10/11/2020,10/17/2020,111,2506,140,3162.4,2246,34205,2834,43164.7,0.1,0.1,1,115,1.3,145.1,79243,60625-2020-42,POINT (-87.701816 41.971155)
60625,43,10/18/2020,10/24/2020,156,2662,197,3359.3,2693,36898,3398,46563.1,0.1,0.1,2,117,2.5,147.6,79243,60625-2020-43,POINT (-87.701816 41.971155)
60625,44,10/25/2020,10/31/2020,252,2914,318,3677.3,2635,39533,3325,49888.3,0.1,0.1,1,118,1.3,148.9,79243,60625-2020-44,POINT (-87.701816 41.971155)
60625,45,11/01/2020,11/07/2020,330,3244,416,4093.7,3009,42542,3797,53685.5,0.1,0.1,0,118,0.0,148.9,79243,60625-2020-45,POINT (-87.701816 41.971155)
60625,46,11/08/2020,11/14/2020,369,3613,466,4559.4,3161,45703,3989,57674.5,0.1,0.1,0,118,0.0,148.9,79243,60625-2020-46,POINT (-87.701816 41.971155)
60625,47,11/15/2020,11/21/2020,276,3889,348,4907.7,3569,49272,4504,62178.4,0.1,0.1,5,123,6.3,155.2,79243,60625-2020-47,POINT (-87.701816 41.971155)
60625,48,11/22/2020,11/28/2020,228,4117,288,5195.4,2774,52046,3501,65679,0.1,0.1,0,123,0.0,155.2,79243,60625-2020-48,POINT (-87.701816 41.971155)
60625,49,11/29/2020,12/05/2020,298,4415,376,5571.5,2722,54768,3435,69114,0.1,0.1,4,127,5.0,160.3,79243,60625-2020-49,POINT (-87.701816 41.971155)
60625,50,12/06/2020,12/12/2020,284,4699,358,5929.9,3040,57808,3836,72950.3,0.1,0.1,8,135,10.1,170.4,79243,60625-2020-50,POINT (-87.701816 41.971155)
60625,51,12/13/2020,12/19/2020,247,4946,312,6241.6,3259,61067,4113,77063,0.1,0.1,6,141,7.6,177.9,79243,60625-2020-51,POINT (-87.701816 41.971155)
60625,52,12/20/2020,12/26/2020,189,5135,238,6480.1,2738,63805,3455,80518.2,0.1,0.1,8,149,10.1,188.0,79243,60625-2020-52,POINT (-87.701816 41.971155)
60625,11,03/14/2021,03/20/2021,73,6383,92,8055,2489,94685,3141,119486.9,0.0,0.1,2,183,2.5,230.9,79243,60625-2021-11,POINT (-87.701816 41.971155)
60625,13,03/28/2021,04/03/2021,132,6623,167,8357.8,2838,100085,3581,126301.4,0.0,0.1,2,185,2.5,233.5,79243,60625-2021-13,POINT (-87.701816 41.971155)
60625,14,04/04/2021,04/10/2021,133,6756,168,8525.7,3009,103094,3797,130098.6,0.1,0.1,0,185,0.0,233.5,79243,60625-2021-14,POINT (-87.701816 41.971155)
60625,15,04/11/2021,04/17/2021,99,6855,125,8650.6,2519,105613,3179,133277.4,0.0,0.1,0,185,0.0,233.5,79243,60625-2021-15,POINT (-87.701816 41.971155)
60625,16,04/18/2021,04/24/2021,65,6920,82,8732.6,2502,108115,3157,136434.8,0.0,0.1,0,185,0.0,233.5,79243,60625-2021-16,POINT (-87.701816 41.971155)
60625,17,04/25/2021,05/01/2021,67,6987,85,8817.2,2235,110350,2820,139255.2,0.0,0.1,2,187,2.5,236.0,79243,60625-2021-17,POINT (-87.701816 41.971155)
60601,1,01/03/2021,01/09/2021,53,815,361,5553.7,802,15945,5465,108654.2,0.0,0.1,1,11,6.8,75.0,14675,60601-2021-1,POINT (-87.622844 41.886262)
60609,2,01/10/2021,01/16/2021,150,6113,244,9940.6,1961,54610,3189,88804,0.1,0.1,4,122,6.5,198.4,61495,60609-2021-2,POINT (-87.653382 41.812017)
60601,10,03/07/2021,03/13/2021,15,937,102,6385,690,21446,4702,146139.7,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-10,POINT (-87.622844 41.886262)
60601,11,03/14/2021,03/20/2021,28,965,191,6575.8,977,22423,6658,152797.3,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-11,POINT (-87.622844 41.886262)
60601,12,03/21/2021,03/27/2021,29,994,198,6773.4,616,23039,4198,156994.9,0.1,0.0,0,11,0.0,75.0,14675,60601-2021-12,POINT (-87.622844 41.886262)
60601,13,03/28/2021,04/03/2021,20,1014,136,6909.7,859,23898,5854,162848.4,0.0,0.0,0,11,0.0,75.0,14675,60601-2021-13,POINT (-87.622844 41.886262)
60609,17,04/25/2021,05/01/2021,52,7205,85,11716.4,1476,76328,2400,124120.7,0.0,0.1,1,143,1.6,232.5,61495,60609-2021-17,POINT (-87.653382 41.812017)
60609,18,05/02/2021,05/08/2021,73,7278,119,11835.1,1448,77776,2355,126475.3,0.1,0.1,3,146,4.9,237.4,61495,60609-2021-18,POINT (-87.653382 41.812017)
